Area,Centroid_1,Centroid_2,BoundingBox_1,BoundingBox_2,BoundingBox_3,BoundingBox_4,Eccentricity,Orientation,ConvexArea,EulerNumber,EquivDiameter,Extent,Perimeter,WeightedCentroid_1,WeightedCentroid_2,MeanIntensity,nuclei,meancents,class,ratio
228,766.657894736842,843.144736842105,757.5,834.5,18,17,0.33942460921591,-21.6090613349599,228,1,17.0381517835597,0.745098039215686,51.21,766.666365643274,843.148906483757,0.983030421634264,1,0.0043859649122807,Mesenchymal,4.4522554188635
1676,850.98031026253,1068.90095465394,822.5,1046.5,59,39,0.707784000638777,-0.794544080316851,1783,0,46.1946910042283,0.728378965667101,160.517,851.129328307179,1068.6625968953,0.928816484525515,1,0.000596658711217184,Mesenchymal,10.4412616732184
204122,1093.25594007505,575.318515397654,834.5,134.5,602,847,0.833567190722784,-74.7504278056148,357561,-45,509.800159229507,0.400322419953951,5836.818,1093.44953678773,575.847706145124,0.924264552047238,55,0.000269446703442059,Mesenchymal,34.9714519109556
538,856.996282527881,542.044609665428,844.5,528.5,26,27,0.279125263502426,74.475538791722,543,1,26.1725595818888,0.766381766381766,80.04,856.991817795519,542.062973778485,0.971662251421061,1,0.00185873605947955,Mesenchymal,6.7216391804098
2462,879.541835905768,318.369212022746,850.5,292.5,60,53,0.489742977495411,14.9200008939979,2541,1,55.9885323895704,0.774213836477987,180.598,879.573410452964,318.332062904446,0.933820168031968,1,0.000406173842404549,Mesenchymal,13.6324876244477
2521,887.083300277668,236.135263784213,857.5,206.5,60,58,0.499660594680503,35.8687282956469,2598,1,56.6554224437286,0.724425287356322,180.722,887.164506189862,236.090014018377,0.934049195517475,2,0.000793335977786593,Mesenchymal,13.9496021513706
28233,1104.13314206779,980.10937555343,936.5,843.5,340,242,0.940657843310687,-35.718270801908,42815,-6,189.597922104932,0.343133203694701,1285.726,1103.98282904121,980.045746460216,0.929716515017936,6,0.000212517267027946,Mesenchymal,21.958799930934
4681,981.165562913907,42.9525742362743,943.5,0.5,87,89,0.820506671605973,60.0070692665983,5431,1,77.2012584671085,0.604546041585949,304.668,981.280141738654,43.0074048662417,0.928929483688231,4,0.000854518265327921,Mesenchymal,15.3642653642654
7150,1093.21916083916,95.3871328671329,1049.5,41.5,97,114,0.553864412224085,79.5248756473667,7981,-2,95.4131162097561,0.646590703563031,350.106,1093.20622825707,95.6056923913155,0.931630253003663,2,0.00027972027972028,Mesenchymal,20.4223863629872
37016,1352.48292630214,87.8651664145234,1161.5,0.5,329,218,0.871038308633834,-16.48926604982,50276,-8,217.094990702035,0.516103845403084,1327.108,1351.80030440661,88.6489251810714,0.91771498520621,7,0.00018910741301059,Mesenchymal,27.8922288163435
2523,1196.98692033294,969.845422116528,1165.5,942.5,63,53,0.586083836452629,-12.0761596272244,2620,1,56.6778913807387,0.755615453728661,184.956,1197.00830537063,969.853556732189,0.937674947603964,1,0.000396353547364249,Mesenchymal,13.6410822033348
3059,1236.56783262504,424.967309578294,1203.5,393.5,66,63,0.348834747766593,26.0172771637778,3170,1,62.4086513821991,0.735690235690236,202.324,1236.5595570489,424.96412256889,0.93153404113857,1,0.0003269042170644,Mesenchymal,15.119313576244
12390,1329.55577078289,247.189184826473,1265.5,158.5,129,192,0.856194628757802,80.3341938153764,15844,-2,125.600310347024,0.500242248062015,567.22,1329.60560346062,247.221270987029,0.930122426926238,7,0.000564971751412429,Mesenchymal,21.8433764676845
18436,1416.48763289217,442.725862443046,1336.5,295.5,154,285,0.913164051743874,-65.2328263822394,27461,-2,153.210457367431,0.420050125313283,903.127,1416.28080541866,442.456317608767,0.938457116996535,6,0.000325450206118464,Mesenchymal,20.4135188074324
2848,1409.76685393258,778.452247191011,1376.5,747.5,64,63,0.577060869338746,42.9809886362318,2943,0,60.217823137388,0.706349206349206,194.294,1409.78901801144,778.432327343083,0.933269598439615,1,0.000351123595505618,Mesenchymal,14.6581984003623
319,1427.09090909091,249.018808777429,1415.5,239.5,23,19,0.616599157071463,-14.4158631212177,325,1,20.1534963410947,0.729977116704805,62.168,1427.08049718307,249.028196657307,0.983889575795106,1,0.00313479623824451,Mesenchymal,5.13125723845065
140,1442,1081.17857142857,1433.5,1075.5,17,10,0.793984208168062,0,140,1,13.3511623562491,0.823529411764706,42.914,1441.98558442374,1081.18184699139,0.976774154920284,1,0.00714285714285714,Mesenchymal,3.26233863074987
1686,1469.31791221827,19.7538552787663,1443.5,0.5,47,41,0.526711705667325,-22.9840307102337,1697,1,46.3322983719077,0.874935132330047,151.145,1469.0441674171,19.9666084720568,0.918727445980036,1,0.000593119810201661,Mesenchymal,11.1548513017301
5044,1471.75872323553,654.55551149881,1443.5,583.5,47,158,0.961531502616636,-87.1783138043983,5935,1,80.1387563145583,0.679235119849179,414.802,1471.59810416928,654.907024868739,0.937119983297937,0,0,Mesenchymal,12.1600185148577
991,1476.98890010091,1067.18365287588,1458.5,1045.5,32,40,0.579749283115278,83.6032440699372,1042,1,35.521548232482,0.77421875,123.771,1476.89721495132,1067.15072875568,0.963348599127327,1,0.00100908173562059,Mesenchymal,8.00672209160466
2112,19.969696969697,172.076231060606,0.5,135.5,42,82,0.919806439358476,67.7704919392043,2189,1,51.8563585154286,0.613240418118467,199.271,19.95585157506,172.160976445864,0.940783132714805,1,0.000473484848484848,Mesenchymal,10.5986320136899
23722,62.6977067700868,362.537222831127,0.5,238.5,137,232,0.841510640432804,82.8073144507249,28629,-1,173.792371754941,0.746350364963504,828.246,62.3258757131156,363.166214724302,0.946208807044925,7,0.000295084731472894,Mesenchymal,28.6412490974904
10114,172.154340518094,42.2238481313031,81.5,0.5,198,96,0.935789449829884,12.7107317295505,13108,1,113.479270157379,0.532091750841751,542.37,172.108909724584,42.2499584997741,0.922761656176966,2,0.000197745699031046,Mesenchymal,18.6477865663661
6134,212.039941310727,424.760515161396,160.5,375.5,102,95,0.840873697153628,-40.5853454318077,6386,1,88.3744950050946,0.633023735810114,305.338,211.812975813862,424.795787962144,0.924951925629099,4,0.0006521030322791,Mesenchymal,20.0892126102876
170,171.5,191,164.5,183.5,14,15,0.336263297273697,90,170,1,14.7122643602193,0.80952380952381,43.328,171.500169816689,191.000070077193,0.9895037209053,1,0.00588235294117647,Mesenchymal,3.92355982274742
4657,224.123684775607,147.891131629805,188.5,98.5,72,99,0.819686756347166,70.8815736565033,5041,1,77.0030944821807,0.653338945005612,285.49,224.138808481855,147.807080863413,0.939311356571252,1,0.000214730513205927,Mesenchymal,16.3123051595502
704,307.947443181818,317.127840909091,289.5,300.5,35,34,0.648479462039352,-37.6323089319,812,1,29.9392825480764,0.591596638655462,117.05,307.975317433836,317.163605778914,0.978214715049725,3,0.00426136363636364,Mesenchymal,6.01452370781717
13092,400.829514207149,95.619767797128,322.5,30.5,170,123,0.765274946902684,-13.3798573816587,15510,1,129.109457901707,0.626111908177905,568.83,400.626863031024,95.7196515457642,0.944255188293652,5,0.000381912618392912,Mesenchymal,23.0156637308159
651,399.651305683564,460.21044546851,384.5,445.5,37,25,0.790779873897694,-23.5196267463967,664,1,28.7902577901378,0.703783783783784,101.368,399.593489786239,460.062215634304,0.954668129797057,1,0.00153609831029186,Mesenchymal,6.42214505563886
13638,498.708241677665,350.78750549934,420.5,285.5,159,141,0.706109660653384,-21.3202657658691,17960,1,131.774204270404,0.608323297203265,807.824,498.762884308138,350.825698680867,0.94028004578256,5,0.000366622671946033,Mesenchymal,16.8823902236131
406,490.839901477832,256.753694581281,478.5,245.5,24,22,0.539341261813645,18.7361733209077,417,1,22.7362102198778,0.768939393939394,70.38,490.84282560855,256.759744525672,0.979351540972933,1,0.00246305418719212,Mesenchymal,5.76868428530833
1793,523.938092582264,175.697713329615,501.5,150.5,46,50,0.385101391695261,74.2484446461128,1828,1,47.7798964388805,0.779565217391304,150.734,523.866073632161,175.735439882759,0.952704284130502,1,0.000557724484104852,Mesenchymal,11.8951265142569
1008,531.556547619048,460.736111111111,503.5,447.5,55,23,0.901276951441118,1.23567651231702,1026,1,35.8249279286511,0.796837944664032,130.892,531.418828802361,460.657954556054,0.945316687077408,0,0,Mesenchymal,7.70100540903951
3872,560.883006198347,235.117768595041,509.5,209.5,98,54,0.887616348042018,-6.43242385983288,4290,1,70.2138413506521,0.73167044595616,266.162,560.740193248467,235.125440843294,0.944634915904364,1,0.000258264462809917,Mesenchymal,14.5475312028013
1706,610.690504103165,308.118405627198,588.5,285.5,44,47,0.427241721279001,-59.4419792290976,1721,1,46.6062942457152,0.82495164410058,145.06,610.623757353883,308.1596665217,0.941292156395533,1,0.000586166471277843,Mesenchymal,11.7606507652006
989,13.6552072800809,25.4489383215369,0.5,5.5,31,43,0.661833693865525,72.4646344602268,1033,1,35.4856859838312,0.741935483870968,122.06,13.7672644390023,25.3987347507899,0.95432098746079,1,0.00101112234580384,Mesenchymal,8.10257250532525
440,6.73636363636364,116.129545454545,0.5,98.5,16,40,0.927182423040783,82.126333734082,474,1,23.6690810908128,0.6875,91.923,6.8009003689655,116.098523677099,0.965040780640076,0,0,Mesenchymal,4.78661488419656
10260,69.7898635477583,197.124561403509,0.5,120.5,187,143,0.819404479275014,-17.7006601761343,16916,-2,114.295396796996,0.383680490632362,670.237,70.0323087443734,197.051644056697,0.945929256905892,7,0.000682261208576998,Mesenchymal,15.3080179100826
189,4.65608465608466,358.275132275132,0.5,347.5,10,24,0.921844062045967,84.1013702804114,197,1,15.5126488374792,0.7875,56.27,4.68723643611304,358.23709117996,0.973807588926237,0,0,Mesenchymal,3.35880575795273
7764,46.5951828954147,412.617078825348,0.5,322.5,88,186,0.936937457393734,-86.7384699858484,11750,1,99.4255089266522,0.474340175953079,559.468,46.8121085396305,413.006242671425,0.93357615516774,13,0.00167439464193715,Mesenchymal,13.8774693101303
1190,12.4487394957983,502.194117647059,0.5,475.5,29,54,0.884807012220725,82.9857601946526,1269,1,38.9249927197789,0.759897828863346,139.791,12.5832380170807,502.049632911208,0.943194749389353,1,0.000840336134453782,Mesenchymal,8.51270825732701
6536,38.5748164014688,620.674877600979,0.5,563.5,93,112,0.619474259815392,82.743510926949,8425,-2,91.2244137519613,0.627496159754224,437.049,38.6318817109934,620.506058272672,0.956297672936212,7,0.00107099143206854,Mesenchymal,14.9548448800935
8396,39.0468080038113,755.21712720343,0.5,680.5,113,138,0.629588989050297,-63.3275789701643,10695,1,103.393032732368,0.538412209824291,505.418,39.2993724204574,754.985182214047,0.93874502572619,11,0.00131014768937589,Mesenchymal,16.6119924498138
4269,25.4469430780042,882.500117123448,0.5,814.5,61,133,0.946572361845453,-78.0331942522105,6139,1,73.7255696246181,0.526192530506594,403.57,25.4966211411473,882.210157664418,0.946758488968712,5,0.00117123448114312,Mesenchymal,10.5780905419134
663,25.2081447963801,269.749622926094,10.5,254.5,30,29,0.289566822667646,-21.0744356408815,675,1,29.0543941282453,0.762068965517241,89.6,25.2047251170924,269.749716432736,0.94656105882957,1,0.00150829562594268,Mesenchymal,7.39955357142857
24794,232.744575300476,427.484835040736,55.5,335.5,341,236,0.873572427427207,33.1394213911595,49529,-5,177.675831986693,0.308091853471843,1480.466,231.993497381435,428.107949514843,0.93739365384918,46,0.00185528756957328,Mesenchymal,16.7474295255683
817,70.452876376989,868.012239902081,55.5,849.5,31,36,0.479280144737058,-88.4690724308623,843,1,32.2527007868896,0.732078853046595,101.948,70.4832029632597,867.969879224415,0.951695761464986,1,0.00122399020807834,Mesenchymal,8.01388943382901
2608,104.487346625767,714.070552147239,62.5,688.5,89,52,0.925387101253781,18.3219461921986,3007,1,57.6247232762926,0.56352636127917,241.128,104.79480959992,713.93428699117,0.947531344025146,5,0.00191717791411043,Mesenchymal,10.8158322550678
1199,112.127606338616,397.964136780651,90.5,377.5,43,39,0.480106832404651,11.6493372148023,1243,1,39.0719108073493,0.714967203339296,124.724,112.19480694285,397.903407642927,0.945982341120089,2,0.00166805671392827,Mesenchymal,9.61322600301466
10081,158.874119630989,880.240849122111,91.5,803.5,125,144,0.720599926222168,-81.3801027699754,14269,1,113.293988589312,0.560055555555556,694.314,159.024274242352,880.09652523079,0.939128837057472,14,0.00138875111596072,Mesenchymal,14.519367317957
1363,128.365370506236,339.01100513573,106.5,317.5,43,43,0.416095651165087,46.189025280857,1414,1,41.6584385145918,0.737155219037318,133.052,128.40232461509,338.990678741288,0.943632077338786,2,0.00146735143066764,Mesenchymal,10.2441150828248
543,133.513812154696,282.716390423573,119.5,270.5,27,25,0.291569064592246,-18.6845833879395,559,1,26.293898014391,0.804444444444444,83.182,133.544773667587,282.69364971391,0.947166372463034,1,0.00184162062615101,Mesenchymal,6.52785458392441
3155,161.730269413629,633.539461172742,133.5,584.5,60,91,0.817603811800952,88.8003833913925,3727,1,63.3803657581702,0.577838827838828,276.616,161.801870644042,633.573511214004,0.955833205864726,7,0.00221870047543582,Mesenchymal,11.4057032131185
1283,150.96570537802,108.587685113016,134.5,83.5,35,51,0.836267111449097,76.109158708112,1369,1,40.4174013995855,0.718767507002801,139.982,150.984054606032,108.595206469202,0.944591237918606,1,0.000779423226812159,Mesenchymal,9.16546413110257
15650,238.915846645367,697.711309904153,163.5,585.5,151,227,0.819276866409544,72.6187762450424,22228,-1,141.160188704554,0.456574379321411,909.856,239.139860946914,697.681261914461,0.94118759083736,26,0.00166134185303514,Mesenchymal,17.2005240389688
1661,191.754364840458,307.903070439494,170.5,281.5,44,55,0.700049542577609,-82.2236687151029,1802,1,45.9875079103565,0.686363636363636,158.028,191.764780572729,307.814434432099,0.935815060912152,4,0.00240818783865141,Mesenchymal,10.5107955552181
24114,292.495521273949,108.068051754168,189.5,0.5,210,207,0.432094045506826,52.0853243732978,34692,0,175.222425453318,0.554727398205659,1452.448,292.197100271055,107.95700918965,0.936236125864257,30,0.00124409056979348,Mesenchymal,16.6023155390072
1232,208.872564935065,243.513798701299,189.5,224.5,41,39,0.41101136423719,-34.9204030697109,1314,1,39.6059480269532,0.770481550969356,135.516,209.05739255046,243.43284440468,0.927838426925956,2,0.00162337662337662,Mesenchymal,9.09117742554385
732,208.513661202186,611.510928961749,193.5,593.5,31,33,0.549052337332145,-42.0203718266887,821,1,30.5288608818957,0.715542521994135,108.018,208.524891052298,611.510928419727,0.974617696723305,3,0.00409836065573771,Mesenchymal,6.77664833638838
2398,231.400333611343,541.557547956631,206.5,507.5,50,71,0.813660236695115,-69.888144578859,2641,1,55.2560261715853,0.675492957746479,205.806,231.397379179848,541.377784699334,0.936494358669885,4,0.00166805671392827,Mesenchymal,11.6517497060338
132,230.5,596,224.5,589.5,12,13,0.367999477912441,90,132,1,12.9640896288571,0.846153846153846,37.704,230.507724794906,595.981837967668,0.980018769969059,0,0,Mesenchymal,3.50095480585614
5132,264.599571317225,891.215510522214,227.5,840.5,73,101,0.737180459200926,82.5880335573401,6185,1,80.8348027991709,0.696053166960532,381.136,264.688825372637,891.059015431592,0.94864118764996,3,0.000584567420109119,Mesenchymal,13.465009865245
1365,263.370695970696,272.281318681319,241.5,250.5,43,45,0.735472858828912,48.0723481855083,1427,1,41.6889910955338,0.705426356589147,139.18,263.410684753303,272.285370991569,0.944334923719914,1,0.000732600732600733,Mesenchymal,9.80744359821813
701,268.708987161198,824.540656205421,251.5,810.5,35,27,0.642762291854655,2.52389865418646,724,1,29.875423358663,0.741798941798942,95.844,268.706668508304,824.550916394866,0.965247400827926,1,0.0014265335235378,Mesenchymal,7.31396853219816
448,279.462053571429,8.97098214285714,265.5,0.5,28,18,0.752731362558991,-1.83011743186161,453,1,23.8832852857674,0.888888888888889,77.144,279.462602714691,9.07450889559763,0.943345316587632,1,0.00223214285714286,Mesenchymal,5.8073213730167
1529,304.595160235448,798.841072596468,281.5,775.5,47,44,0.442476892801773,30.7118548077703,1585,1,44.1223669344706,0.73936170212766,142.926,304.652651744539,798.784003350297,0.962456252833209,3,0.00196206671026815,Mesenchymal,10.6978436393658
13995,378.181493390497,266.307752768846,286.5,150.5,199,206,0.889550067371737,45.4683803768731,21784,-1,133.487780072067,0.341391423135093,851.48,378.355527612118,266.281834796532,0.934704083671889,30,0.00214362272240086,Mesenchymal,16.4360877530887
903,316.928017718715,709.03211517165,300.5,688.5,32,40,0.769341083188266,-68.0619760958897,966,1,33.9077470336183,0.70546875,113.17,316.893098629474,709.022940864224,0.939954441640859,1,0.00110741971207087,Mesenchymal,7.97914641689494
14022,384.136143203537,550.810726001997,307.5,444.5,169,193,0.541472167132021,-84.1569762328862,21423,1,133.616484373286,0.429898519177116,973.486,384.294961703856,551.234769951363,0.937810270943564,22,0.00156896305805163,Mesenchymal,14.403905140906
497,345.10060362173,940.621730382294,327.5,931.5,38,16,0.913120256904816,-3.91960522122116,519,1,25.1555173616719,0.817434210526316,94.065,345.088309393104,940.596069200439,0.973669983843345,1,0.00201207243460765,Mesenchymal,5.28358050284378
1525,357.904918032787,676.341639344262,337.5,644.5,41,63,0.890887102013239,-73.4486224762881,1813,0,44.0646151205377,0.590398761130468,189.696,357.904404407854,676.042169043026,0.943449275128707,3,0.0019672131147541,Mesenchymal,8.03917847503374
1622,389.138101109741,417.459309494451,357.5,399.5,68,35,0.908243874064669,-11.3017090290051,1788,1,45.4444115547823,0.681512605042017,171.392,389.305315153071,417.486444995346,0.949522826483441,4,0.00246609124537608,Mesenchymal,9.4636855862584
662,374.614803625378,838.687311178248,359.5,822.5,29,31,0.384151571615836,-74.6581105394307,696,1,29.032474552037,0.736373748609566,93.032,374.610594842855,838.646506918344,0.948241753683149,1,0.00151057401812689,Mesenchymal,7.11583111187548
2469,409.400972053463,15.501822600243,364.5,0.5,112,47,0.92835517676771,10.2269877578026,3448,1,56.0680696649271,0.469034954407295,316.649,409.399391715319,15.6598646818553,0.939439504767805,8,0.00324017820980154,Mesenchymal,7.79727711124936
6944,454.353110599078,66.8225806451613,382.5,19.5,134,93,0.822656157267934,22.547979353037,8326,1,94.0285881987014,0.557213930348259,410.058,454.60428482874,66.6944025422947,0.939004971676464,9,0.00129608294930876,Mesenchymal,16.9341897975408
321547,853.574457233313,415.91692660793,401.5,0.5,891,902,0.437512657377548,-66.3726746428357,654146,-65,639.848697655123,0.400092325073848,13589.983,853.657781226956,415.644762346615,0.93652694491144,600,0.00186597915701282,Mesenchymal,23.6605888322303
1750,435.18,933.864571428571,403.5,912.5,79,35,0.890814413798812,-11.8311286285253,1970,1,47.2034871941315,0.632911392405063,201.436,435.363800509023,933.804058816938,0.951218931189749,1,0.000571428571428571,Mesenchymal,8.68762286780913
526,422.399239543726,820.585551330798,409.5,807.5,26,27,0.371456207987696,-78.463425527714,551,1,25.8790262670506,0.749287749287749,81.892,422.430637657877,820.562272751394,0.955159760636543,1,0.00190114068441065,Mesenchymal,6.42309383089923
904,432.337389380531,314.654867256637,413.5,297.5,38,34,0.642510071035357,25.6343999739698,957,1,33.9265168922568,0.69969040247678,110.102,432.38943398525,314.621906891547,0.958206682735145,2,0.00221238938053097,Mesenchymal,8.21056838204574
662,432.779456193353,658.924471299094,418.5,644.5,28,28,0.446736920400274,40.7325894119987,688,1,29.032474552037,0.844387755102041,93.288,432.801394403423,658.904631775184,0.954567250508918,1,0.00151057401812689,Mesenchymal,7.09630391904639
674,437.529673590504,701.307121661721,422.5,688.5,31,28,0.359395838092164,13.2777402438569,697,1,29.2944269981766,0.776497695852535,93.338,437.582035667425,701.295816317885,0.949710033579349,1,0.00148367952522255,Mesenchymal,7.22106751805267
10042,491.699561840271,734.079267078271,423.5,639.5,111,181,0.840497801956973,83.6314152499813,13069,1,113.074628048163,0.499825792643472,613.042,491.765840793246,734.048447991949,0.942129025830238,12,0.00119498107946624,Mesenchymal,16.3806068752223
412,440.179611650485,277.247572815534,431.5,260.5,19,32,0.896216673250243,-73.1220543572451,449,1,22.9035956223229,0.677631578947368,79.824,440.177781846071,277.243365485927,0.979830463948955,0,0,Mesenchymal,5.16135498095811
1369,473.36742147553,606.685171658145,447.5,585.5,49,42,0.601483285664238,19.0543012578915,1435,1,41.750029182534,0.665208940719145,136.278,473.365722250775,606.650279858074,0.958003637577625,1,0.000730460189919649,Mesenchymal,10.0456419965071
917,522.635768811341,916.973827699019,506.5,897.5,33,38,0.506175874369695,83.5251676604166,957,1,34.1695868064298,0.731259968102073,108.506,522.664843950453,916.924643581879,0.948964310845458,4,0.00436205016357688,Mesenchymal,8.45114555877094
738,533.960704607046,11.5880758807588,516.5,0.5,39,25,0.799028274858312,21.0882552969788,763,1,30.6537238197017,0.756923076923077,104.932,533.983936732371,11.7167842453481,0.948029119755485,1,0.0013550135501355,Mesenchymal,7.03312621507262
1216,542.657894736842,695.425164473684,520.5,674.5,43,40,0.568958817880007,34.5370194523326,1260,1,39.3479260749275,0.706976744186047,125.948,542.69412122803,695.366112583835,0.959402572513019,2,0.00164473684210526,Mesenchymal,9.65477816241624
1127,553.833185448092,631.44099378882,533.5,612.5,41,38,0.501202154209816,29.6467439108274,1176,1,37.8806146586421,0.723363286264442,120.87,553.856382566089,631.39588450888,0.954068486512561,2,0.00177462289263532,Mesenchymal,9.32406717961446
2613,587.893991580559,934.995790279372,534.5,916.5,122,31,0.965322706081763,-2.75267857882206,3047,1,57.6799352495561,0.690904283447911,300.333,588.337849170328,934.782271178326,0.936089911682601,3,0.00114810562571757,Mesenchymal,8.70034261969214
